district,apr_avg_price,apr_std_price,apy_area_cagr,apy_area_trend_slope,apy_cv_area,apy_cv_production,apy_cv_yield,apy_fraction_yield_observed,apy_max_yield,apy_mean_area,apy_mean_yield,apy_min_yield,apy_production_cagr,apy_production_trend_slope,apy_std_yield,apy_yield_cagr,apy_yield_mk_tau,apy_yield_range,apy_yield_trend_slope,aug_avg_price,aug_std_price,climate_hdd_stability,climate_hdd_variance,climate_rain_stability,climate_rain_variance,climate_spi_stability,climate_temp_variance,climate_variability_score,dec_avg_price,dec_std_price,feb_avg_price,feb_std_price,fraction_extrapolated,hdd10_anomaly,hdd10_cv,hdd10_high_freq,hdd10_max,hdd10_mean,hdd10_median,hdd10_persistence,hdd10_std,hdd10_trend,hdd15_anomaly,hdd15_cv,hdd15_high_freq,hdd15_min,hdd15_persistence,hdd15_summer_share,hdd15_trend,hdd18_anomaly,hdd18_high_freq,hdd18_persistence,hdd18_trend,imputed_years,jan_std_price,jul_std_price,jun_avg_price,jun_std_price,longest_decreasing_streak,longest_increasing_streak,mann_kendall_pvalue,mann_kendall_tau,mar_std_price,max_drawdown,may_std_price,monthly_return_mean,monthly_return_median,monthly_return_volatility,nov_std_price,num_turning_points,oct_std_price,pct_positive_months,peak_month_consistency,peak_price_month,peak_to_trough_ratio,price_cagr,price_cv,price_iqr,price_max_monthly,price_max_monthly_change,price_mean_abs_monthly_change,price_mean_max,price_mean_min,price_mean_spread,price_median_modal,price_min_monthly,price_std,price_trend_quadratic_coef,rainfall_anomaly_index,rainfall_avg_rainy_days,rainfall_cagr,rainfall_concentration_index,rainfall_cv_monthly,rainfall_heavy_rain_frequency,rainfall_longest_dry_spell,rainfall_max_annual,rainfall_max_monthly,rainfall_mean_annual,rainfall_mean_non_monsoon,rainfall_monsoon_share,rainfall_peak_month,rainfall_trend,rainfall_very_heavy_frequency,seasonal_strength,spi1_avg_drought_duration,spi1_longest_drought_spell,spi1_longest_wet_spell,spi1_max,spi1_mean,spi1_mean_monsoon,spi1_median,spi1_mild_drought_freq,spi1_min,spi1_moderate_drought_freq,spi1_severe_drought_freq,spi1_wet_freq,structural_break_count,temperature_avg_diurnal_range,temperature_cagr,temperature_cv_tmax,temperature_cv_tmean,temperature_cv_tmin,temperature_cv_winter,temperature_max_tmax,temperature_max_tmean,temperature_mean_tmin,temperature_min_tmin,temperature_std_tmax,temperature_std_tmin,temperature_summer_winter_diff,temperature_trend,trough_price_month
Agra,1566.4964182141343,479.04954041869865,-0.0013378571356508,-0.0007293233082706,0.0454187669515014,0.156861494728753,0.1514854536459789,0.95,4369.0,1.3235,3678.684210526316,2411.0,0.0164766548198755,0.0829022556390977,557.2671464518788,0.0180788382521042,0.5789473684210525,1958.0,65.85617334423549,1597.250539894924,504.5890108964545,0.8231601205189659,2074.884881202421,0.7683097326092589,36280.64229302819,0.5295577878373541,0.161522448096017,0.3551130594247442,1701.7322404258423,577.6831847629115,1673.7886929612462,566.795916745066,0.8333333333333334,9.251858538542969e-18,3.07915997086975,0.1166666666666666,8.820717,0.63483645845,0.0,1,1.9547630109079577,0.020070868784968,6.0396132539608514e-15,0.4998702553224267,0.45,7.404999,6,0.0002864165324943,0.414214888357878,-3.1737575530617815e-14,0.4666666666666667,6,0.0284574420672428,3.0,579.4863172824669,499.93298534878903,1564.075404162262,505.07111463792353,7.0,9.0,4.8195916262527864e-88,0.8622835934175657,528.7721342814676,21.456799585559892,492.7508865188899,0.0051524920722187,0.0067608675161308,0.0402948249734321,560.5067540362435,87.0,537.671451949444,61.50627615062761,50.0,12.0,1.092488363684017,0.0565491345246425,32.152530802559355,771.0841810764825,2956.9444444444443,391.1860804672292,44.16837767011874,1648.2670786498495,1584.8486376449946,63.41844100485468,1594.4791666666663,815.0,520.2695942732278,0.0174057506930713,2.720046410331633e-16,46.5,0.0028898485981667,2.8154617635072374,1.6509346580139383,0.0010495094684006,254,1124.5314,505.08533,631.6347678333333,74.58071987445001,0.8819242897508148,8,-1.2088933978882903,0.0001368925393566,0.0090177929035643,1.0961538461538465,3,4,3.144871792615177,0.1048392004398565,-0.0022684368261922,0.0834730662246437,0.1888888888888888,-2.906485074865661,0.0541666666666666,0.025,0.1583333333333333,5.0,13.547386335555554,-0.0003152961286838,0.0167293146433737,0.0156953086570721,0.0250594783446369,0.1113100023920721,47.53,26.4767,18.840941966666666,1.31,0.5415551545125759,0.4721441772062446,12.932432438888885,0.0082163418727429,5.0
Aligarh,1544.456010426055,486.6975650750087,-0.0082972596375208,-0.0104436090225563,0.0631536740809474,0.1515156059760113,0.1456941051363666,0.95,4300.0,2.1625,3613.684210526316,2448.0,0.0069726414637751,0.0970075187969924,526.4924872980492,0.0151852450777305,0.52046783625731,1852.0,61.38814390842192,1568.8866458861462,508.5614331359596,0.8231601205189659,2074.884881202421,0.8005752712165166,31492.670840631385,0.5261707460612844,0.161522448096017,0.3450378297692489,1700.3583218043873,568.7298533558761,1665.9092247619342,548.7588585536791,0.8333333333333334,9.251858538542969e-18,3.07915997086975,0.1166666666666666,8.820717,0.63483645845,0.0,1,1.9547630109079577,0.020070868784968,6.0396132539608514e-15,0.4998702553224267,0.45,7.404999,6,0.0002864165324943,0.414214888357878,-3.1737575530617815e-14,0.4666666666666667,6,0.0284574420672428,1.0,574.6626505621388,499.9103878350173,1560.1263693501746,507.1176358817991,7.0,8.0,1.0344133775652696e-85,0.8505474600501107,525.4153024142811,23.47314952471055,498.79206071670734,0.0051484168190862,0.0071079390550663,0.0439065988382393,556.5247603285952,86.0,532.0295749937767,58.995815899581594,30.0,12.0,1.1048401177276204,0.0577270866203998,32.17613462332902,808.9481443881291,2868.098360655738,357.6598375784424,49.35089499888442,1634.9353157196545,1584.490175898833,50.44513982082131,1573.9212018140588,741.4893617021277,518.530975795788,0.014714137215577,5.551115123125784e-16,50.166666666666664,0.0082877095641942,2.7064035996796743,1.5703134167062582,0.0019164955509924,231,1124.0508,523.15485,712.4065569999999,95.50968814981664,0.8659337283443901,8,-0.465142086135026,0.0001368925393566,0.0130073316916416,1.25,3,3,2.5447201549059955,0.0925283630715906,0.0046640184468281,0.0417892978164539,0.1416666666666666,-3.1722971210103954,0.0666666666666666,0.0375,0.1638888888888889,5.0,13.547386335555554,-0.0003152961286838,0.0167293146433737,0.0156953086570721,0.0250594783446369,0.1113100023920721,47.53,26.4767,18.840941966666666,1.31,0.5415551545125759,0.4721441772062446,12.932432438888885,0.0082163418727429,7.0
Allahabad,1549.522736666626,491.7245819372487,0.0042800488082246,0.0067593984962405,0.0526631823094221,0.2120547274391956,0.2331132805561939,0.95,3761.0,2.2034999999999996,2570.4736842105262,1364.0,0.0156742201668513,0.1105488721804511,599.2115531096819,0.0112616539776202,0.3099415204678362,2397.0,43.31414554374489,1577.3701909515028,524.059768235701,0.7903117918240047,1363.933091432098,0.786786238961961,49657.95000393518,0.5279550603046054,0.1692592374464848,0.3616020758660894,1623.5116474347165,573.8172871987833,1575.6490194386097,579.3546992180579,2.9166666666666665,9.251858538542969e-18,3.9569592381590817,0.0833333333333333,3.2749996,0.1521532212999999,0.0,2,0.602064094638698,0.0085198549820505,9.473903143468002e-16,0.7324003209350107,0.4166666666666667,3.715002,6,0.0005703095532758,0.3639146666712979,-5.210646728907401e-15,0.4666666666666667,6,0.2022789375937778,13.0,573.3734849870755,504.88059983447783,1565.012678633504,504.3833457890621,18.0,76.0,6.299757721712049e-95,0.8963064164522344,540.5893968516098,19.51131948759469,485.2442951287187,0.0044170170111078,0.0045071995532686,0.0230102735410385,557.8638192703374,34.0,541.6718950441584,70.29288702928869,60.0,12.0,1.0477494837715369,0.055518410088303,33.16816348422215,742.0179246698679,2863.793103448276,352.6064441887229,24.406621086568336,1626.4637178754572,1538.5125936203742,87.95112425508287,1396.8036363636363,869.1304347826087,523.1413392725542,0.019975337504826,2.960594732333751e-17,58.7,-0.0025229356673999,2.6761016133792968,1.557446770314872,0.002509696554871,244,1263.4198,566.61597,822.3106553333333,88.0528458103,0.8929202187005104,7,-2.2164657543761974,0.0003650467716176,0.0021252053433733,1.203125,3,3,3.0665134968579246,0.0987327835686462,0.0001671377409196,0.083651733907129,0.1277777777777777,-3.009223190097279,0.0777777777777777,0.0291666666666666,0.1597222222222222,4.0,13.150365068472224,-0.0004097864814998,0.0159790919965766,0.0159910498635682,0.0255300945418318,0.0996576808234657,47.11,26.632465,19.161239216666665,1.7,0.5160280531107146,0.4891882487401559,12.11631408611111,0.0064705726035012,4.0
Ambedkar Nagar,1524.460696610542,519.9051912982312,-0.0019648408929635,0.0001954887218045,0.0268420842402304,0.1294374844630909,0.1258102968758782,0.95,4111.0,1.175,3406.7894736842104,2297.0,0.0106993393339749,0.0509473684210526,428.60919507782745,0.012668873851543,0.5555555555555555,1814.0,41.320032706459536,1555.0962501250294,560.5405356098598,0.7909331817389408,1428.731322357389,0.7749174981390883,77466.04342905307,0.5308558449514266,0.1557740055401177,0.3635041746224821,1645.82815564296,602.3910357546328,1578.9220304851815,588.7072332726472,4.166666666666666,-3.14563190310461e-17,4.11895159440179,0.1,9.954999,0.3653498485,0.0,2,1.5048583409935277,0.0170421813595443,-1.8947806286936005e-15,0.8121206937250782,0.4166666666666667,2.0800009,8,0.0,0.6393356858849683,-2.7711166694643907e-14,0.4833333333333333,8,0.6256959170880826,12.0,618.996708886445,545.1791316954395,1550.7821039641124,537.6568018829074,10.0,17.0,2.1778660513482403e-93,0.8891837475593626,572.1393607276235,22.96829377996995,524.7015672243052,0.0057288199724478,0.0,0.0376800203267321,588.5969752096219,75.0,562.6752941383502,48.53556485355649,35.0,11.0,1.0809027183438122,0.0641556984960844,35.185057607061964,881.1796815408084,2814.090909090909,417.86666666666633,39.51092254860099,1615.1739284775942,1538.1629208153324,77.01100766226195,1585.233718487395,766.706875,555.0626990752587,0.0098102129922298,-3.7007434154171886e-16,62.483333333333334,0.0006815719892248,2.615493229171717,1.5503830683107047,0.0031941592516541,239,1730.6847,737.35474,958.229245,107.31179667540002,0.8880103109703495,7,-2.163553758266169,0.0003194159251654,0.0055225698492283,1.098360655737705,3,3,3.129492431918678,0.126746771368891,0.0033540113618734,0.099760367281228,0.1430555555555555,-2.209609276176432,0.0597222222222222,0.0333333333333333,0.1597222222222222,4.0,12.867313778333337,-0.0003576911049779,0.0153635597210779,0.0154768691341566,0.024991174874213,0.099618200137075,45.91,26.431301,19.076888883333336,1.04,0.4904962901768965,0.476753866139314,11.633652586111118,0.0051831446512925,4.0
Amethi,1547.6241362355486,491.27363415329194,0.010090730070827,0.0156428571428571,0.133023125883104,0.2652529864618552,0.1892850039676252,0.7,3878.0,1.1960000000000004,2989.785714285714,1820.0,0.0147362568262321,0.0993214285714285,565.9216007909207,0.0048642278023984,0.2527472527472528,2058.0,48.00466321243524,1575.0399558673726,512.4554612861841,0.782201895222196,1829.532130272605,0.7676449108793779,62455.05385376385,0.5251914232029548,0.1620165686606056,0.3752402380363202,1663.89255455742,561.9991267053013,1616.5362483370318,562.1400362092957,0.8333333333333334,-9.251858538542972e-17,3.633496375138487,0.1166666666666666,14.914999,0.6479352170000001,0.0,2,2.3542702622940697,0.0324052301139205,1.8947806286936005e-15,0.7794380801194165,0.4,2.494999,8,0.0003273658344377,0.6242910619283136,2.8895404587577406e-14,0.5166666666666667,8,0.5810358322589622,8.0,569.3601293103886,498.9497868692765,1560.9583285468088,502.024577480007,8.5,18.5,5.781771152582452e-91,0.876918927658593,525.7909016398684,22.3355871943812,492.7228448656491,0.00517148814498945,0.00541311912104185,0.0372878195432712,551.2718966577056,68.0,534.9044352553964,62.34309623430963,45.0,12.0,1.0814944207954884,0.057475007132287204,32.32999396200381,796.2451783756266,2889.613201530612,387.1500402252615,39.50559727954642,1627.1783229903538,1561.4976366355295,64.6704358769949,1556.0669490032428,800.0,518.5551402833007,0.017580023934452398,5.236551932815322e-16,56.75,-0.0025306300868663,2.6448947511881364,1.5582896975841205,0.0027834816335843,266,1618.3597,608.19025,825.6423849999999,92.80239587596664,0.8875997668732409,7,-6.431899883856612,0.000228154232261,0.0062280108001183995,1.181818181818182,3,4,3.579825636546029,0.0930652653489299,0.0003464239641036,0.1492888244050341,0.1569444444444444,-3.0050762176729773,0.0791666666666666,0.0291666666666666,0.1486111111111111,4.0,12.739567821666666,-0.0004315298528655,0.0170654007389835,0.0157653500389181,0.0231266981145156,0.1029932988672564,46.64,26.388617,19.170448783333335,1.64,0.5442586972336072,0.4433491817319346,11.866241980555554,0.0038531436510145,5.0
Amroha,1547.6241362355486,491.27363415329194,-0.007346471539434,-0.0032932330827067,0.0655318705404225,0.1506226806904277,0.1521355371561481,0.95,4114.0,0.904,3353.5263157894738,2109.0,0.0053469316327843,0.0444661654135338,510.1905274199099,0.013160482123675,0.6374269005847952,2005.0,61.17653311529027,1575.0399558673726,512.4554612861841,0.8391667669225125,2431.0111079747985,0.7842551367628273,59782.69695713326,0.5243938246501226,0.1533421832798237,0.3473863524276007,1663.89255455742,561.9991267053013,1616.5362483370318,562.1400362092957,0.8333333333333334,6.29126380620922e-17,3.088587580698189,0.1166666666666666,10.994999,0.6657372126666666,0.0,1,2.0561876870508957,0.0206229397863295,-6.2764608325475514e-15,0.418209816449661,0.4833333333333333,16.850002,6,0.0011431700762163,0.3999178769102535,7.579122514774402e-15,0.5166666666666667,6,-0.1312084148374523,8.0,569.3601293103886,498.9497868692765,1560.9583285468088,502.024577480007,8.5,18.5,5.781771152582452e-91,0.876918927658593,525.7909016398684,22.3355871943812,492.7228448656491,0.00517148814498945,0.00541311912104185,0.0372878195432712,551.2718966577056,68.0,534.9044352553964,62.34309623430963,45.0,12.0,1.0814944207954884,0.057475007132287204,32.32999396200381,796.2451783756266,2889.613201530612,387.1500402252615,39.50559727954642,1627.1783229903538,1561.4976366355295,64.6704358769949,1556.0669490032428,800.0,518.5551402833007,0.017580023934452398,-1.4525417905512462e-16,52.9,0.0039227571593358,2.619749455810159,1.5564988039559002,0.0036960985626283,232,1398.1696,689.70856,888.8012555,118.8076256594,0.8663282427766552,7,-1.5225103020283262,0.0004106776180698,0.0062280108001183995,1.238095238095238,3,3,3.200952099552537,0.0782871821932123,0.0047907452367648,0.0116654370767986,0.1708333333333333,-3.445757571613634,0.0680555555555555,0.0402777777777777,0.1597222222222222,4.0,13.10286648875,-0.000212140661664,0.0169564264767061,0.0158281877322234,0.0246553889794933,0.1062942015574679,46.48,25.605642,18.19587136666667,1.4,0.5304668911249145,0.4486262863659919,12.08351927222222,0.0082103665462631,5.0
Auraiya,1531.6162681834958,485.9234460608877,-0.0002994467476967,0.0018571428571428,0.0497961916396813,0.1626139549483235,0.151182617230077,0.95,4170.0,1.0014999999999996,3550.4736842105262,2265.0,0.0093468808119059,0.0527744360902255,536.7699039854614,0.0097422447998747,0.4853801169590642,1905.0,46.25192150449714,1564.1622785794457,531.4802482041163,0.8110242391581545,1826.1362460717455,0.7188094967376563,63747.886789357115,0.5388517698270354,0.1712316860287614,0.374037805737378,1644.1127636009871,579.780715082715,1600.7758554579905,551.5073792979211,4.166666666666666,-2.960594732333751e-17,3.218621758151939,0.1333333333333333,9.13487,0.6320895536,0.0,3,2.0344571903175064,0.036118716517477,4.736951571734001e-15,0.5836675901812585,0.4333333333333333,6.1849995,6,0.0005662736897262,0.4736254362045018,2.1789977229976407e-14,0.4833333333333333,6,0.1430042065851659,10.0,590.1157450963659,494.01485677729056,1544.5996442320302,500.71445685456166,13.0,18.0,3.3461570780557286e-88,0.8635929494884048,534.8429256732901,22.71791004824673,494.5332263502239,0.004813327873196,0.0020893279943121,0.0369450712306101,576.7072036696087,75.0,551.3332628422379,54.39330543933054,40.0,12.0,1.07537292677746,0.0541936885829759,33.27434288187603,844.034153875785,2945.6363636363635,327.3392857142858,40.076860850361,1608.6744483230757,1548.50526028863,60.169188034445746,1509.4791666666663,864.0,525.3453706455904,0.0202465537974386,3.490263633665335e-16,45.75,-0.0002345367436349,2.758485593039685,1.7189895087485754,0.001597079625827,257,1350.6671,673.61334,645.4254014999999,69.60799274553332,0.8921517650990686,7,-6.643468674909692,0.0002737850787132,0.0053126007784827,1.146341463414634,3,3,3.5363271633032176,0.1462164972156098,0.0019760145035876,0.0939424545159603,0.1402777777777777,-3.6015223346094367,0.0486111111111111,0.0166666666666666,0.1472222222222222,3.0,13.360041022361113,-0.0004694059820046,0.017183793874508,0.0161553327269734,0.0246672470909489,0.1084112915780438,47.08,26.496439,18.942444166666665,0.95,0.5547858185653237,0.4672579507656713,12.694308144444443,0.0064211992220065,7.0
Azamgarh,1565.688841399828,481.5206263170349,0.0009948039037919,0.003157894736842,0.0269413170371047,0.1635441312746514,0.1600337224333222,0.95,3692.0,2.323,3025.684210526316,2118.0,0.0221432139664845,0.166360902255639,484.211507118254,0.0212177830058231,0.7076023391812866,1574.0,67.43614063777598,1567.0247091427664,506.7215467374665,0.784615768796097,1459.3728234330763,0.7936294369567028,54195.64741764073,0.5340183596524621,0.1463934724918109,0.3555554449274937,1677.1473027271109,556.5216272292454,1645.841676257889,568.9133637784435,0.8333333333333334,-1.1657341758564144e-16,4.953076765366904,0.1,14.669999,0.3949836698333334,0.0,2,1.9563844377508364,0.0152158414334537,2.842170943040401e-15,0.8810114465547303,0.4166666666666667,0.56999874,8,0.0,0.6762052508919146,1.1131836193574904e-14,0.4666666666666667,8,0.7786486818282884,3.0,567.671180856793,496.152489898817,1574.512198964214,484.0283921532647,7.0,10.0,7.580705023014382e-89,0.8663690975623773,516.592574014824,20.043312543312545,485.7402621554166,0.0057431237018315,0.0080891816185932,0.0407128415151712,543.5537285331311,85.0,526.1071348632812,64.01673640167364,45.0,12.0,1.0757608162024193,0.0581146215663181,31.823757194849584,796.6635338345864,2894.75,467.2086956521739,42.05690861268458,1627.993201766791,1576.2196352942888,51.77356647250191,1581.852766798419,757.5,510.5927762707953,0.0161258430421314,-1.4802973661668754e-17,60.38333333333333,-0.0004519563708773,2.6677745421298433,1.5511320954884809,0.0027378507871321,238,1427.1831,794.07495,895.2662721666667,94.7158943585,0.8942036567093707,7,-4.036713088913581,0.0004106776180698,0.006457713375794,1.1538461538461535,3,4,2.7939135429728585,0.157616139896888,0.0059616005361008,0.1080736322252703,0.1222222222222222,-2.2754298846614587,0.0513888888888888,0.0319444444444444,0.1736111111111111,4.0,12.40850171986111,-0.0004253694990309,0.014482031967086,0.0150838993893779,0.0244031307239056,0.0975749572867442,44.92,26.3053,19.1708068,1.27,0.4570621650384914,0.4678277044231387,11.15715507222222,0.0034399700750211,5.0
Baghpat,1630.4855229148989,531.8921066765137,-0.0118409965522929,-0.0031428571428571,0.060056258909471,0.1174951248941806,0.1098465649606663,0.95,4737.0,0.544,4156.578947368421,3270.0,-0.0025937958153613,0.0162857142857142,456.58591935624344,0.0095658454776199,0.5087719298245613,1467.0,52.16238757154539,1651.187535933802,545.2550518359013,0.8568324668146934,3955.3131136494617,0.7443552947978175,53693.285235260504,0.5318004012496583,0.2109967052910327,0.3527126553367226,1750.1959234475453,528.6749047758059,1697.392121102789,531.39659496724,0.8333333333333334,5.551115123125784e-16,1.8495888824168984,0.2666666666666666,17.780003,2.1602813478999994,0.37249994,3,3.9956323639684306,0.016140027263073,-2.1316282072803005e-15,0.3010959830156717,0.5666666666666667,42.941406,8,0.0088948912259301,-0.1986807857738238,-6.631732200427602e-15,0.55,8,-1.1429634759655412,16.0,521.4428151386405,542.959050088427,1627.4413797563998,539.8374607453972,12.0,31.0,2.7139015968244887e-97,0.907467793971566,544.9908420530313,18.981765792044623,537.5240127986293,0.0046953623607151,0.0063808727281051,0.0306383421950779,547.2254263522285,39.0,553.3892317564498,72.38493723849372,60.0,12.0,1.085992989023661,0.0559579841494577,31.578970458404516,950.6178926767676,2935.4166666666665,399.60769230769256,28.255340786278317,1700.925481168278,1638.5474420694516,62.37803909882632,1587.4676969696968,824.5925925925926,528.0351208141667,0.018081361487875,-8.34517640176576e-16,43.2,0.0013903699660027,2.5959036685325,1.7057198861883456,0.0023728040155144,262,1488.5444,933.08203,674.6887495000002,102.91891511959165,0.8474571856006123,7,-1.948074272575712,0.0005019393109742,0.0062272357567433,1.1090909090909091,3,3,3.176950387901614,0.1214002974831937,0.008611262553205,0.1039275664405631,0.1333333333333333,-2.990498918763891,0.0569444444444444,0.0277777777777777,0.1583333333333333,5.0,12.36977582638889,0.0002862124078559,0.0184911205790101,0.0199121130296706,0.0333343494306446,0.1094638082090118,44.51681,24.134014,16.889564233333335,0.94,0.540820084637352,0.5630026358852516,11.331672513888886,0.0135297897749379,5.0
Bahraich,1542.8948544203747,492.814622985929,0.0113270819167079,0.0151278195488721,0.0740605856253192,0.1755539275227766,0.1419475684944703,0.95,3793.0,1.6489999999999998,3051.1052631578946,2376.0,0.0272037747337094,0.1292631578947368,433.09697332594413,0.0158080982370731,0.5672514619883041,1417.0,52.36026165167621,1557.1105589338947,527.233147907762,0.7887893627909369,1955.3176648652072,0.8139440152249805,70214.03032145076,0.522423978110878,0.1554987640667942,0.3565310903893567,1650.8182843224538,554.0496458222642,1601.1363379127915,524.7942478412142,0.8333333333333334,2.2204460492503132e-17,4.0455541266922665,0.1,14.415001,0.5337239636666666,0.0,1,2.1592091837262366,0.0237360727618783,-3.434289889507151e-15,0.7284417497122497,0.4166666666666667,2.414999,8,0.0002774290677466,0.6747789772158934,-2.842170943040401e-15,0.5,8,0.6843830381772725,2.0,566.9535998909394,497.98493052831594,1552.7656566159085,504.33239380354473,7.0,11.0,7.048493453710168e-90,0.8714497461411307,490.1963886875239,22.58577821979115,492.6948032124083,0.005261234778715,0.0060660974206963,0.0377548738260489,566.2742271734983,72.0,545.5820004330521,62.34309623430963,45.0,12.0,1.0748779196836469,0.0571619955100324,32.527652309060436,784.7937712729752,2787.1666666666665,306.074315920398,40.60790359020972,1609.8535645145068,1550.8460854408193,59.00747907368763,1552.1387987012986,788.4736842105264,514.6681710796213,0.0163769551016334,-2.0169051614023675e-16,67.28333333333333,0.0036174926716141,2.4840316691223574,1.4400778502280158,0.0057038558065252,221,1830.244,673.636,1159.2119276666667,154.4875256941667,0.866730547742929,7,-1.4001823939983142,0.0009582477754962,0.0050208980321508,1.1948051948051948,4,3,3.2868406405358708,0.0826703949031984,-0.0007822941917924,0.083651733907129,0.1375,-2.6569594384646447,0.0902777777777777,0.0375,0.175,5.0,12.671131154861111,-0.000563881620561,0.0175128534682281,0.0156189585687512,0.02292315510514,0.1028000130618559,45.97,26.024479,18.9202097,1.67,0.5529504568363196,0.4337109015748754,11.596298527777776,0.0026130584884692,7.0
